Run,LocalTime,Time,Altitude,Distance,HeartRate,Speed,VerticalSpeed,Cadence
One,2016-10-02 16:25:10,6.57,26,1144,133,2.8,0.13,84
One,2016-10-02 16:25:11,6.58,26,1146,133,2.8,0.15,84
One,2016-10-02 16:25:12,6.60,26,1149,134,2.7,0.15,84
One,2016-10-02 16:25:13,6.62,26,1151,135,2.7,0.15,84
One,2016-10-02 16:25:14,6.63,26,1154,135,2.7,0.15,84
One,2016-10-02 16:25:15,6.65,26,1157,136,2.7,0.15,84
One,2016-10-02 16:25:16,6.67,26,1160,136,2.8,0.15,90
One,2016-10-02 16:25:17,6.68,26,1163,137,2.8,0.15,83
One,2016-10-02 16:25:18,6.70,25,1166,137,2.8,0.15,84
One,2016-10-02 16:25:19,6.72,25,1169,136,2.8,0.15,88
One,2016-10-02 16:25:20,6.73,25,1173,136,2.8,0.15,82
One,2016-10-02 16:25:21,6.75,25,1176,136,2.8,0.13,81
One,2016-10-02 16:25:22,6.77,25,1180,136,2.8,0.13,83
One,2016-10-02 16:25:23,6.78,25,1184,136,2.8,0.11,83
One,2016-10-02 16:25:24,6.80,25,1187,136,2.8,0.11,83
One,2016-10-02 16:25:25,6.82,25,1189,135,2.8,0.11,84
One,2016-10-02 16:25:26,6.83,25,1193,135,2.9,0.1,83
One,2016-10-02 16:25:27,6.85,25,1195,135,2.8,0.1,83
One,2016-10-02 16:25:28,6.87,25,1198,135,2.8,0.08,83
One,2016-10-02 16:25:29,6.88,25,1200,135,2.8,0.06,83
One,2016-10-02 16:25:30,6.90,25,1203,134,2.8,0.06,83
One,2016-10-02 16:25:31,6.92,25,1205,134,2.8,0.05,83
One,2016-10-02 16:25:32,6.93,25,1208,135,2.8,0.03,83
One,2016-10-02 16:25:33,6.95,25,1212,135,2.8,0.03,83
One,2016-10-02 16:25:34,6.97,25,1215,136,2.8,0.01,83
One,2016-10-02 16:25:35,6.98,25,1218,137,2.9,0.01,88
One,2016-10-02 16:25:36,7.00,25,1222,137,2.9,0,82
One,2016-10-02 16:25:37,7.02,25,1226,137,2.9,0,83
One,2016-10-02 16:25:38,7.03,25,1229,137,3,0,83
One,2016-10-02 16:25:39,7.05,25,1232,136,3,0,83
One,2016-10-02 16:25:40,7.07,26,1236,135,3,-0.01,83
One,2016-10-02 16:25:41,7.08,26,1239,135,3,-0.01,84
One,2016-10-02 16:25:42,7.10,26,1242,135,3,-0.01,83
One,2016-10-02 16:25:43,7.12,26,1245,135,3,-0.03,84
One,2016-10-02 16:25:44,7.13,25,1249,135,3,-0.03,83
One,2016-10-02 16:25:45,7.15,25,1252,135,3,-0.01,83
One,2016-10-02 16:25:46,7.17,25,1255,135,3,-0.01,84
One,2016-10-02 16:25:47,7.18,25,1257,135,3,-0.01,91
One,2016-10-02 16:25:48,7.20,25,1259,135,3,0,84
One,2016-10-02 16:25:49,7.22,25,1262,135,3,0,86
One,2016-10-02 16:25:50,7.23,25,1265,135,3,0,83
One,2016-10-02 16:25:51,7.25,25,1268,134,3,0,83
One,2016-10-02 16:25:52,7.27,25,1271,133,3,0,83
One,2016-10-02 16:25:53,7.28,25,1274,132,3,0,83
One,2016-10-02 16:25:54,7.30,25,1277,132,3,0,89
One,2016-10-02 16:25:55,7.32,25,1280,133,3,0,85
One,2016-10-02 16:25:56,7.33,25,1284,133,3,0,85
One,2016-10-02 16:25:57,7.35,25,1287,133,3,0,86
One,2016-10-02 16:25:58,7.37,24,1290,133,3,0,85
One,2016-10-02 16:25:59,7.38,24,1293,133,3,0,84
One,2016-10-02 16:26:00,7.40,24,1297,133,3,0,84
One,2016-10-02 16:26:01,7.42,24,1299,133,3,0,83
One,2016-10-02 16:26:02,7.43,24,1302,133,3,0,84
One,2016-10-02 16:26:03,7.45,24,1305,132,3,0,84
One,2016-10-02 16:26:04,7.47,24,1308,131,3,0,84
One,2016-10-02 16:26:05,7.48,24,1311,130,3,0,84
One,2016-10-02 16:26:06,7.50,24,1314,130,3,-0.01,84
One,2016-10-02 16:26:07,7.52,24,1316,129,3,-0.01,84
One,2016-10-02 16:26:08,7.53,24,1319,128,3,-0.01,84
One,2016-10-02 16:26:09,7.55,24,1321,127,3,-0.01,84
One,2016-10-02 16:26:10,7.57,24,1324,127,3,-0.01,84
One,2016-10-02 16:26:11,7.58,25,1326,127,2.9,-0.01,84
One,2016-10-02 16:26:12,7.60,25,1329,127,2.9,-0.03,84
One,2016-10-02 16:26:13,7.62,25,1331,127,2.9,-0.03,89
One,2016-10-02 16:26:14,7.63,25,1333,127,2.9,-0.03,82
One,2016-10-02 16:26:15,7.65,25,1336,127,2.9,-0.03,83
One,2016-10-02 16:26:16,7.67,25,1338,127,2.9,-0.03,82
One,2016-10-02 16:26:17,7.68,26,1341,127,2.9,-0.03,82
One,2016-10-02 16:26:18,7.70,26,1344,127,2.9,-0.01,82
One,2016-10-02 16:26:19,7.72,26,1347,128,2.9,-0.01,85
One,2016-10-02 16:26:20,7.73,26,1351,130,2.9,-0.01,80
One,2016-10-02 16:26:21,7.75,26,1354,131,2.9,0,82
One,2016-10-02 16:26:22,7.77,26,1358,131,3,0,81
One,2016-10-02 16:26:23,7.78,25,1361,132,3,0,82
One,2016-10-02 16:26:24,7.80,25,1364,132,3,0,83
One,2016-10-02 16:26:25,7.82,25,1367,132,3,0,84
One,2016-10-02 16:26:26,7.83,25,1370,132,3,0,83
One,2016-10-02 16:26:27,7.85,24,1374,131,3,0.01,83
One,2016-10-02 16:26:28,7.87,24,1377,130,3,0.01,83
One,2016-10-02 16:26:29,7.88,24,1381,130,3,0.03,83
One,2016-10-02 16:26:30,7.90,23,1384,130,3,0.03,84
One,2016-10-02 16:26:31,7.92,23,1388,130,3.1,0.03,84
One,2016-10-02 16:26:32,7.93,23,1391,130,3.1,0.03,90
One,2016-10-02 16:26:33,7.95,23,1394,131,3.1,0.01,84
One,2016-10-02 16:26:34,7.97,23,1398,131,3.1,0,86
One,2016-10-02 16:26:35,7.98,23,1401,131,3.1,0,83
One,2016-10-02 16:26:36,8.00,23,1404,131,3.1,0,84
One,2016-10-02 16:26:37,8.02,22,1407,131,3.1,-0.01,84
One,2016-10-02 16:26:38,8.03,22,1410,131,3.1,-0.01,84
One,2016-10-02 16:26:39,8.05,22,1413,132,3.1,-0.03,84
One,2016-10-02 16:26:40,8.07,22,1417,133,3.1,-0.03,84
One,2016-10-02 16:26:41,8.08,22,1420,134,3.1,-0.05,85
One,2016-10-02 16:26:42,8.10,22,1423,135,3.1,-0.05,85
One,2016-10-02 16:26:43,8.12,22,1427,135,3.1,-0.06,85
One,2016-10-02 16:26:44,8.13,22,1430,135,3.1,-0.06,85
One,2016-10-02 16:26:45,8.15,22,1433,135,3.1,-0.08,85
One,2016-10-02 16:26:46,8.17,22,1436,134,3.1,-0.08,83
One,2016-10-02 16:26:47,8.18,22,1439,134,3.1,-0.1,89
One,2016-10-02 16:26:48,8.20,22,1442,134,3.1,-0.1,81
One,2016-10-02 16:26:49,8.22,22,1445,134,3.1,-0.11,82
One,2016-10-02 16:26:50,8.23,22,1448,134,3.1,-0.11,81
One,2016-10-02 16:26:51,8.25,21,1451,133,3.1,-0.11,86
One,2016-10-02 16:26:52,8.27,21,1454,133,3.1,-0.13,80
One,2016-10-02 16:26:53,8.28,22,1457,134,3.1,-0.13,80
One,2016-10-02 16:26:54,8.30,21,1460,134,3.1,-0.15,83
One,2016-10-02 16:26:55,8.32,21,1463,134,3.1,-0.15,84
One,2016-10-02 16:26:56,8.33,22,1466,134,3.1,-0.13,82
One,2016-10-02 16:26:57,8.35,21,1469,134,3.1,-0.13,87
One,2016-10-02 16:26:58,8.37,21,1472,134,3.1,-0.11,84
One,2016-10-02 16:26:59,8.38,21,1474,135,3.1,-0.11,84
One,2016-10-02 16:27:00,8.40,21,1477,136,3.1,-0.1,84
One,2016-10-02 16:27:01,8.42,21,1480,137,3.1,-0.1,85
One,2016-10-02 16:27:02,8.43,21,1482,137,3,-0.08,84
One,2016-10-02 16:27:03,8.45,21,1482,137,3,-0.06,84
One,2016-10-02 16:27:04,8.47,21,1485,137,2.9,-0.06,84
One,2016-10-02 16:27:05,8.48,21,1485,137,2.8,-0.06,84
One,2016-10-02 16:27:06,8.50,21,1489,137,2.8,-0.06,84
One,2016-10-02 16:27:07,8.52,21,1491,137,2.8,-0.05,84
One,2016-10-02 16:27:08,8.53,21,1493,137,2.8,-0.05,84
One,2016-10-02 16:27:09,8.55,21,1495,137,2.7,-0.05,84
One,2016-10-02 16:27:10,8.57,21,1497,136,2.7,-0.05,89
One,2016-10-02 16:27:11,8.58,20,1500,136,2.7,-0.05,82
One,2016-10-02 16:27:12,8.60,21,1502,136,2.7,-0.05,82
One,2016-10-02 16:27:13,8.62,21,1506,136,2.7,-0.05,83
One,2016-10-02 16:27:14,8.63,21,1508,136,2.7,-0.05,82
One,2016-10-02 16:27:15,8.65,21,1511,137,2.7,-0.03,83
One,2016-10-02 16:27:16,8.67,21,1514,137,2.7,-0.03,83
One,2016-10-02 16:27:17,8.68,21,1516,137,2.7,-0.03,83
One,2016-10-02 16:27:18,8.70,21,1519,137,2.7,-0.03,83
One,2016-10-02 16:27:19,8.72,21,1522,137,2.7,-0.03,83
One,2016-10-02 16:27:20,8.73,21,1524,137,2.7,-0.03,83
One,2016-10-02 16:27:21,8.75,21,1527,138,2.7,-0.03,88
One,2016-10-02 16:27:22,8.77,21,1530,138,2.7,-0.03,84
One,2016-10-02 16:27:23,8.78,22,1533,138,2.7,-0.01,78
One,2016-10-02 16:27:24,8.80,22,1536,138,2.7,-0.01,80
One,2016-10-02 16:27:25,8.82,22,1538,138,2.7,-0.01,80
One,2016-10-02 16:27:26,8.83,22,1541,138,2.7,-0.01,80
One,2016-10-02 16:27:27,8.85,22,1544,137,2.7,0,81
One,2016-10-02 16:27:28,8.87,22,1548,136,2.8,0,82
One,2016-10-02 16:27:29,8.88,23,1551,135,2.8,0,88
One,2016-10-02 16:27:30,8.90,23,1554,135,2.8,0,81
One,2016-10-02 16:27:31,8.92,23,1557,136,2.8,0,83
One,2016-10-02 16:27:32,8.93,23,1560,136,2.8,0.01,82
One,2016-10-02 16:27:33,8.95,23,1563,137,2.8,0.01,82
One,2016-10-02 16:27:34,8.97,23,1566,137,2.8,0.01,81
One,2016-10-02 16:27:35,8.98,24,1568,137,2.8,0.03,82
One,2016-10-02 16:27:36,9.00,24,1571,137,2.8,0.05,83
One,2016-10-02 16:27:37,9.02,24,1573,137,2.8,0.05,83
One,2016-10-02 16:27:38,9.03,24,1576,137,2.8,0.06,83
One,2016-10-02 16:27:39,9.05,24,1579,138,2.8,0.08,83
One,2016-10-02 16:27:40,9.07,25,1582,139,2.8,0.08,84
One,2016-10-02 16:27:41,9.08,25,1584,139,2.8,0.1,84
One,2016-10-02 16:27:42,9.10,25,1587,139,2.8,0.11,84
One,2016-10-02 16:27:43,9.12,25,1590,139,2.8,0.11,83
One,2016-10-02 16:27:44,9.13,25,1593,139,2.8,0.13,83
One,2016-10-02 16:27:45,9.15,25,1596,139,2.8,0.13,84
One,2016-10-02 16:27:46,9.17,25,1599,140,2.8,0.13,83
One,2016-10-02 16:27:47,9.18,26,1602,139,2.8,0.13,83
One,2016-10-02 16:27:48,9.20,26,1604,139,2.8,0.15,90
One,2016-10-02 16:27:49,9.22,26,1607,138,2.8,0.15,84
One,2016-10-02 16:27:51,9.23,26,1610,138,2.8,0.15,84
One,2016-10-02 16:27:51,9.25,26,1610,138,2.8,0.15,84
One,2016-10-02 16:27:51,9.27,26,1612,138,2.8,0.15,84
One,2016-10-02 16:27:52,9.28,26,1615,138,2.8,0.15,92
One,2016-10-02 16:27:53,9.30,26,1618,138,2.8,0.15,83
One,2016-10-02 16:27:54,9.32,26,1620,138,2.8,0.15,83
One,2016-10-02 16:27:55,9.33,26,1623,139,2.8,0.15,84
One,2016-10-02 16:27:56,9.35,26,1626,140,2.8,0.15,85
One,2016-10-02 16:27:57,9.37,26,1628,140,2.8,0.15,85
One,2016-10-02 16:27:58,9.38,26,1631,141,2.8,0.15,82
One,2016-10-02 16:27:59,9.40,26,1634,142,2.8,0.15,82
One,2016-10-02 16:28:00,9.42,26,1637,142,2.8,0.15,87
One,2016-10-02 16:28:01,9.43,26,1639,142,2.8,0.13,80
One,2016-10-02 16:28:02,9.45,26,1642,142,2.8,0.11,80
One,2016-10-02 16:28:03,9.47,26,1645,143,2.8,0.11,81
One,2016-10-02 16:28:04,9.48,26,1648,143,2.8,0.1,81
One,2016-10-02 16:28:05,9.50,26,1651,143,2.8,0.1,81
One,2016-10-02 16:28:06,9.52,26,1654,143,2.8,0.08,83
One,2016-10-02 16:28:07,9.53,26,1657,143,2.8,0.08,90
One,2016-10-02 16:28:08,9.55,27,1659,142,2.8,0.06,82
One,2016-10-02 16:28:09,9.57,27,1662,142,2.8,0.06,82
One,2016-10-02 16:28:10,9.58,27,1664,143,2.8,0.06,81
One,2016-10-02 16:28:11,9.60,27,1667,143,2.8,0.06,82
One,2016-10-02 16:28:12,9.62,27,1669,143,2.8,0.06,82
One,2016-10-02 16:28:13,9.63,27,1672,144,2.8,0.05,84
One,2016-10-02 16:28:14,9.65,28,1674,144,2.7,0.05,85
One,2016-10-02 16:28:15,9.67,28,1676,145,2.7,0.05,85
One,2016-10-02 16:28:16,9.68,28,1679,145,2.7,0.05,85
One,2016-10-02 16:28:17,9.70,28,1682,145,2.8,0.05,86
One,2016-10-02 16:28:18,9.72,28,1685,145,2.8,0.05,86
One,2016-10-02 16:28:19,9.73,28,1688,146,2.8,0.05,86
One,2016-10-02 16:28:20,9.75,28,1691,146,2.8,0.06,85
One,2016-10-02 16:28:21,9.77,28,1694,146,2.8,0.06,85
One,2016-10-02 16:28:22,9.78,29,1696,147,2.8,0.06,85
One,2016-10-02 16:28:23,9.80,29,1700,146,2.8,0.06,85
One,2016-10-02 16:28:24,9.82,29,1704,146,2.8,0.06,85
One,2016-10-02 16:28:25,9.83,29,1707,145,2.8,0.08,88
One,2016-10-02 16:28:26,9.85,30,1710,144,2.8,0.08,84
One,2016-10-02 16:28:27,9.87,30,1713,144,2.8,0.1,79
One,2016-10-02 16:28:28,9.88,30,1716,144,2.8,0.1,79
One,2016-10-02 16:28:29,9.90,31,1719,144,2.8,0.11,80
One,2016-10-02 16:28:30,9.92,31,1723,144,2.8,0.11,81
One,2016-10-02 16:28:31,9.93,31,1726,145,2.9,0.11,83
One,2016-10-02 16:28:32,9.95,31,1729,145,2.9,0.13,84
One,2016-10-02 16:28:33,9.97,31,1732,145,2.9,0.13,84
One,2016-10-02 16:28:34,9.98,31,1735,145,2.9,0.13,83
One,2016-10-02 16:28:35,10.00,31,1738,145,2.9,0.15,83
One,2016-10-02 16:28:36,10.02,31,1741,145,2.9,0.15,83
One,2016-10-02 16:28:37,10.03,31,1744,144,2.9,0.16,83
One,2016-10-02 16:28:38,10.05,31,1747,144,2.9,0.16,83
One,2016-10-02 16:28:39,10.07,31,1750,144,2.9,0.16,84
One,2016-10-02 16:28:40,10.08,31,1753,144,2.9,0.16,83
One,2016-10-02 16:28:41,10.10,31,1757,143,2.9,0.15,84
One,2016-10-02 16:28:42,10.12,31,1759,143,2.9,0.15,84
One,2016-10-02 16:28:43,10.13,31,1762,143,2.9,0.15,84
One,2016-10-02 16:28:44,10.15,31,1764,143,2.9,0.13,84
One,2016-10-02 16:28:45,10.17,31,1767,143,2.9,0.13,91
One,2016-10-02 16:28:46,10.18,31,1770,142,2.9,0.13,89
One,2016-10-02 16:28:47,10.20,31,1772,141,2.9,0.11,86
One,2016-10-02 16:28:48,10.22,31,1775,141,2.8,0.11,85
One,2016-10-02 16:28:49,10.23,31,1777,140,2.8,0.11,85
One,2016-10-02 16:28:50,10.25,31,1780,140,2.8,0.1,84
One,2016-10-02 16:28:51,10.27,31,1782,140,2.8,0.1,84
One,2016-10-02 16:28:52,10.28,30,1785,139,2.8,0.1,84
One,2016-10-02 16:28:53,10.30,30,1788,139,2.8,0.08,84
One,2016-10-02 16:28:54,10.32,30,1790,138,2.8,0.08,84
One,2016-10-02 16:28:55,10.33,30,1793,138,2.8,0.08,90
One,2016-10-02 16:28:56,10.35,30,1796,139,2.8,0.06,86
One,2016-10-02 16:28:57,10.37,30,1799,139,2.8,0.05,85
One,2016-10-02 16:28:58,10.38,30,1803,139,2.8,0.03,85
One,2016-10-02 16:28:59,10.40,30,1805,138,2.8,0.01,85
One,2016-10-02 16:29:00,10.42,30,1808,137,2.8,0.01,84
One,2016-10-02 16:29:01,10.43,30,1810,136,2.8,0,84
One,2016-10-02 16:29:02,10.45,30,1813,135,2.8,0,84
One,2016-10-02 16:29:03,10.47,30,1816,134,2.8,-0.01,85
One,2016-10-02 16:29:04,10.48,30,1819,132,2.8,-0.01,91
One,2016-10-02 16:29:05,10.50,30,1822,132,2.8,-0.01,86
One,2016-10-02 16:29:06,10.52,30,1824,132,2.8,-0.01,85
One,2016-10-02 16:29:07,10.53,30,1827,132,2.8,-0.03,85
One,2016-10-02 16:29:08,10.55,30,1829,132,2.8,-0.03,85
One,2016-10-02 16:29:09,10.57,30,1832,132,2.8,-0.03,84
One,2016-10-02 16:29:10,10.58,29,1835,132,2.8,-0.03,85
One,2016-10-02 16:29:11,10.60,29,1837,133,2.8,-0.03,86
One,2016-10-02 16:29:12,10.62,29,1840,134,2.8,-0.05,85
One,2016-10-02 16:29:13,10.63,29,1844,134,2.8,-0.05,84
One,2016-10-02 16:29:14,10.65,28,1847,135,2.8,-0.05,85
One,2016-10-02 16:29:15,10.67,28,1849,135,2.8,-0.05,85
One,2016-10-02 16:29:16,10.68,28,1853,136,2.8,-0.05,85
One,2016-10-02 16:29:17,10.70,28,1856,136,2.8,-0.06,84
One,2016-10-02 16:29:18,10.72,28,1859,136,2.8,-0.06,85
One,2016-10-02 16:29:19,10.73,28,1862,137,2.8,-0.06,86
One,2016-10-02 16:29:20,10.75,28,1864,136,2.8,-0.06,85
One,2016-10-02 16:29:21,10.77,28,1867,136,2.8,-0.06,85
One,2016-10-02 16:29:22,10.78,28,1870,136,2.8,-0.06,85
One,2016-10-02 16:29:23,10.80,28,1873,136,2.8,-0.06,90
One,2016-10-02 16:29:24,10.82,28,1877,135,2.9,-0.06,83
One,2016-10-02 16:29:25,10.83,28,1880,135,2.9,-0.06,85
One,2016-10-02 16:29:26,10.85,28,1882,135,2.9,-0.06,83
One,2016-10-02 16:29:27,10.87,27,1885,134,2.9,-0.06,90
One,2016-10-02 16:29:28,10.88,27,1888,134,2.9,-0.06,82
One,2016-10-02 16:29:29,10.90,27,1891,132,2.9,-0.06,85
One,2016-10-02 16:29:30,10.92,27,1893,132,2.8,-0.06,83
One,2016-10-02 16:29:31,10.93,27,1895,131,2.8,-0.08,83
One,2016-10-02 16:29:32,10.95,28,1897,131,2.8,-0.08,82
One,2016-10-02 16:29:33,10.97,28,1900,132,2.8,-0.08,82
One,2016-10-02 16:29:34,10.98,28,1904,132,2.8,-0.08,83
One,2016-10-02 16:29:35,11.00,28,1907,132,2.8,-0.08,83
One,2016-10-02 16:29:36,11.02,28,1910,133,2.8,-0.08,84
One,2016-10-02 16:29:37,11.03,28,1913,133,2.8,-0.08,85
One,2016-10-02 16:29:38,11.05,28,1916,133,2.8,-0.08,84
One,2016-10-02 16:29:39,11.07,28,1919,133,2.8,-0.06,83
One,2016-10-02 16:29:40,11.08,28,1921,133,2.8,-0.06,83
One,2016-10-02 16:29:41,11.10,28,1924,133,2.8,-0.06,83
One,2016-10-02 16:29:42,11.12,28,1927,133,2.8,-0.05,89
One,2016-10-02 16:29:43,11.13,28,1930,133,2.8,-0.05,82
One,2016-10-02 16:29:44,11.15,28,1933,134,2.8,-0.05,82
One,2016-10-02 16:29:45,11.17,28,1936,134,2.8,-0.03,82
One,2016-10-02 16:29:46,11.18,28,1939,133,2.8,-0.03,81
One,2016-10-02 16:29:47,11.20,28,1942,133,2.8,-0.03,81
One,2016-10-02 16:29:48,11.22,28,1945,133,2.8,-0.03,83
One,2016-10-02 16:29:49,11.23,28,1948,134,2.8,-0.01,83
One,2016-10-02 16:29:50,11.25,28,1951,134,2.9,-0.01,83
One,2016-10-02 16:29:51,11.27,27,1954,134,2.9,-0.01,83
One,2016-10-02 16:29:52,11.28,27,1957,135,2.9,-0.01,83
One,2016-10-02 16:29:53,11.30,27,1960,134,2.9,0,83
One,2016-10-02 16:29:54,11.32,27,1963,134,2.9,0,83
One,2016-10-02 16:29:55,11.33,28,1966,134,2.9,0,83
One,2016-10-02 16:29:56,11.35,28,1969,134,2.9,0,83
One,2016-10-02 16:29:57,11.37,28,1972,135,2.9,0,83
One,2016-10-02 16:29:58,11.38,28,1976,134,2.9,0,89
One,2016-10-02 16:29:59,11.40,27,1980,133,2.9,0,83
One,2016-10-02 16:30:00,11.42,27,1983,133,2.9,0,83
One,2016-10-02 16:30:01,11.43,27,1986,133,2.9,0,87
One,2016-10-02 16:30:02,11.45,27,1989,132,2.9,0,79
One,2016-10-02 16:30:03,11.47,28,1992,132,2.9,0,80
One,2016-10-02 16:30:04,11.48,28,1995,132,2.9,0,80
One,2016-10-02 16:30:05,11.50,28,1998,133,2.9,0,81
One,2016-10-02 16:30:06,11.52,28,2001,133,2.9,0,82
One,2016-10-02 16:30:07,11.53,28,2004,133,2.9,0,83
One,2016-10-02 16:30:08,11.55,27,2007,133,2.9,0,83
One,2016-10-02 16:30:09,11.57,27,2010,133,2.9,0,84
One,2016-10-02 16:30:10,11.58,27,2013,133,2.9,0,84
One,2016-10-02 16:30:11,11.60,27,2016,134,2.9,0,83
One,2016-10-02 16:30:12,11.62,27,2019,133,3,0,84
One,2016-10-02 16:30:13,11.63,27,2022,132,3,0,84
One,2016-10-02 16:30:14,11.65,27,2025,131,3,0,83
One,2016-10-02 16:30:15,11.67,27,2028,131,3,0,83
One,2016-10-02 16:30:16,11.68,27,2030,131,2.9,0,83
One,2016-10-02 16:30:17,11.70,27,2033,131,2.9,0,83
One,2016-10-02 16:30:18,11.72,27,2036,131,2.9,0,83
One,2016-10-02 16:30:19,11.73,27,2039,131,2.9,0,83
One,2016-10-02 16:30:20,11.75,26,2043,131,3,0,89
One,2016-10-02 16:30:21,11.77,26,2046,131,3,0,84
One,2016-10-02 16:30:22,11.78,27,2049,131,3,0,84
One,2016-10-02 16:30:23,11.80,27,2052,131,3,0,85
One,2016-10-02 16:30:24,11.82,27,2056,130,3,0,85
One,2016-10-02 16:30:25,11.83,27,2060,130,3,-0.01,85
One,2016-10-02 16:30:26,11.85,27,2063,130,3,-0.01,91
One,2016-10-02 16:30:27,11.87,27,2066,130,3,-0.01,85
One,2016-10-02 16:30:28,11.88,27,2069,130,3,-0.01,85
One,2016-10-02 16:30:29,11.90,27,2072,130,3,-0.01,86
One,2016-10-02 16:30:30,11.92,26,2075,130,3,-0.01,86
One,2016-10-02 16:30:31,11.93,26,2078,129,3,-0.03,85
One,2016-10-02 16:30:32,11.95,26,2082,127,3,-0.03,85
One,2016-10-02 16:30:33,11.97,26,2085,125,3,-0.03,85
One,2016-10-02 16:30:34,11.98,26,2089,124,3.1,-0.03,84
One,2016-10-02 16:30:35,12.00,26,2092,122,3.1,-0.03,83
One,2016-10-02 16:30:36,12.02,26,2095,121,3.1,-0.03,82
One,2016-10-02 16:30:37,12.03,26,2097,121,3,-0.05,81
One,2016-10-02 16:30:38,12.05,25,2097,122,3,-0.05,81
One,2016-10-02 16:30:39,12.07,25,2101,122,3,-0.05,85
One,2016-10-02 16:30:40,12.08,25,2101,124,2.9,-0.05,78
One,2016-10-02 16:30:41,12.10,25,2104,125,2.8,-0.05,76
One,2016-10-02 16:30:42,12.12,25,2106,126,2.8,-0.05,76
One,2016-10-02 16:30:43,12.13,25,2106,127,2.5,-0.05,76
One,2016-10-02 16:30:44,12.15,25,2106,128,0.4,-0.05,72
One,2016-10-02 16:30:45,12.17,25,2106,129,0,-0.06,71
One,2016-10-02 16:30:46,12.18,25,2106,129,0,-0.06,71
One,2016-10-02 16:30:47,12.20,25,2111,129,3.3,-0.06,64
One,2016-10-02 16:30:48,12.22,25,2111,129,1.5,-0.06,62
One,2016-10-02 16:30:49,12.23,25,2115,129,1.8,-0.06,47
One,2016-10-02 16:30:50,12.25,25,2118,128,2.1,-0.06,78
One,2016-10-02 16:30:51,12.27,25,2121,127,2.5,-0.06,80
One,2016-10-02 16:30:52,12.28,25,2124,125,2.7,-0.06,82
One,2016-10-02 16:30:53,12.30,25,2128,124,2.8,-0.06,82
One,2016-10-02 16:30:54,12.32,25,2131,122,2.9,-0.06,84
One,2016-10-02 16:30:55,12.33,25,2134,121,3,-0.06,85
One,2016-10-02 16:30:56,12.35,26,2138,121,3.1,-0.05,86
One,2016-10-02 16:30:57,12.37,26,2141,122,3.1,-0.05,86
One,2016-10-02 16:30:58,12.38,26,2144,123,3.1,-0.05,93
One,2016-10-02 16:30:59,12.40,26,2147,124,3.1,-0.03,87
One,2016-10-02 16:31:00,12.42,26,2150,124,3,-0.03,87
One,2016-10-02 16:31:01,12.43,26,2153,125,3,-0.03,93
One,2016-10-02 16:31:02,12.45,25,2155,126,3,-0.03,86
One,2016-10-02 16:31:03,12.47,25,2158,127,3,-0.01,85
One,2016-10-02 16:31:04,12.48,25,2161,128,3,-0.01,86
One,2016-10-02 16:31:05,12.50,25,2164,129,3,-0.01,85
One,2016-10-02 16:31:06,12.52,25,2167,129,3,-0.01,85
One,2016-10-02 16:31:07,12.53,25,2170,129,3,-0.01,85
One,2016-10-02 16:31:08,12.55,25,2174,129,3,0,86
One,2016-10-02 16:31:09,12.57,25,2177,128,3.1,0,85
One,2016-10-02 16:31:10,12.58,25,2181,128,3.1,0,86
One,2016-10-02 16:31:11,12.60,25,2184,128,3.2,0,86
One,2016-10-02 16:31:12,12.62,25,2188,128,3.2,0,86
One,2016-10-02 16:31:13,12.63,25,2192,128,3.3,0,85
One,2016-10-02 16:31:14,12.65,25,2196,128,3.3,0,85
One,2016-10-02 16:31:15,12.67,25,2200,128,3.4,0,85
One,2016-10-02 16:31:16,12.68,25,2204,129,3.4,0,85
One,2016-10-02 16:31:17,12.70,25,2207,129,3.5,0,91
One,2016-10-02 16:31:18,12.72,25,2211,129,3.5,0,84
One,2016-10-02 16:31:19,12.73,25,2214,129,3.5,0,87
One,2016-10-02 16:31:20,12.75,25,2218,130,3.5,0,84
One,2016-10-02 16:31:21,12.77,25,2222,131,3.5,0,84
One,2016-10-02 16:31:22,12.78,25,2225,132,3.5,0,85
One,2016-10-02 16:31:23,12.80,25,2228,132,3.5,0,85
One,2016-10-02 16:31:24,12.82,25,2231,132,3.4,0,85
One,2016-10-02 16:31:25,12.83,25,2235,133,3.4,0,85
One,2016-10-02 16:31:26,12.85,25,2238,133,3.4,0,85
One,2016-10-02 16:31:27,12.87,25,2241,132,3.4,0,92
One,2016-10-02 16:31:28,12.88,25,2244,132,3.4,0,86
One,2016-10-02 16:31:29,12.90,25,2248,132,3.4,0,88
One,2016-10-02 16:31:30,12.92,25,2251,132,3.4,0,86
One,2016-10-02 16:31:31,12.93,25,2254,133,3.4,0,86
One,2016-10-02 16:31:32,12.95,25,2257,133,3.4,0,85
One,2016-10-02 16:31:33,12.97,25,2261,133,3.4,0,85
One,2016-10-02 16:31:34,12.98,25,2264,133,3.4,0,85
One,2016-10-02 16:31:35,13.00,25,2267,132,3.3,0,85
One,2016-10-02 16:31:36,13.02,25,2269,132,3.3,0,92
One,2016-10-02 16:31:37,13.03,25,2272,133,3.3,0,85
One,2016-10-02 16:31:38,13.05,25,2275,133,3.3,0,86
One,2016-10-02 16:31:39,13.07,25,2278,133,3.3,0,86
One,2016-10-02 16:31:40,13.08,25,2281,133,3.3,0,86
One,2016-10-02 16:31:41,13.10,25,2284,134,3.3,0,84
