Run,LocalTime,Time,Altitude,Distance,HeartRate,Speed,VerticalSpeed,Cadence
One,2016-10-02 16:38:17,19.72,12,3477,146,3,0,86
One,2016-10-02 16:38:18,19.73,12,3480,146,3,0,86
One,2016-10-02 16:38:19,19.75,12,3484,146,3,0,85
One,2016-10-02 16:38:20,19.77,12,3488,146,3,0.01,84
One,2016-10-02 16:38:21,19.78,12,3491,147,3,0.01,84
One,2016-10-02 16:38:22,19.80,12,3494,147,3,0.01,90
One,2016-10-02 16:38:23,19.82,12,3498,147,3,0.01,85
One,2016-10-02 16:38:24,19.83,12,3501,147,3,0.01,86
One,2016-10-02 16:38:25,19.85,12,3504,147,3,0.01,85
One,2016-10-02 16:38:26,19.87,12,3508,146,3.1,0.01,85
One,2016-10-02 16:38:27,19.88,12,3511,146,3.1,0.01,85
One,2016-10-02 16:38:28,19.90,12,3515,146,3.1,0,85
One,2016-10-02 16:38:29,19.92,12,3518,146,3.1,0,85
One,2016-10-02 16:38:30,19.93,12,3521,145,3.1,0,85
One,2016-10-02 16:38:31,19.95,12,3524,145,3.1,0,86
One,2016-10-02 16:38:32,19.97,12,3527,146,3.1,0,86
One,2016-10-02 16:38:33,19.98,12,3530,145,3.1,0,85
One,2016-10-02 16:38:34,20.00,12,3533,145,3.1,0,91
One,2016-10-02 16:38:35,20.02,12,3537,144,3.1,-0.01,84
One,2016-10-02 16:38:36,20.03,12,3540,144,3.1,-0.01,84
One,2016-10-02 16:38:37,20.05,12,3543,145,3.1,-0.01,84
One,2016-10-02 16:38:38,20.07,11,3546,145,3.1,-0.03,84
One,2016-10-02 16:38:39,20.08,11,3549,146,3.1,-0.03,84
One,2016-10-02 16:38:40,20.10,11,3552,146,3.1,-0.03,85
One,2016-10-02 16:38:41,20.12,11,3555,146,3.1,-0.03,85
One,2016-10-02 16:38:42,20.13,11,3557,146,3.1,-0.03,85
One,2016-10-02 16:38:43,20.15,11,3560,146,3.1,-0.03,85
One,2016-10-02 16:38:44,20.17,11,3564,146,3.1,-0.05,85
One,2016-10-02 16:38:45,20.18,11,3567,146,3.1,-0.05,85
One,2016-10-02 16:38:46,20.20,11,3570,146,3.1,-0.05,85
One,2016-10-02 16:38:47,20.22,11,3573,146,3.1,-0.05,85
One,2016-10-02 16:38:48,20.23,11,3576,146,3.1,-0.05,84
One,2016-10-02 16:38:49,20.25,11,3579,146,3.1,-0.05,86
One,2016-10-02 16:38:50,20.27,11,3582,147,3.1,-0.05,87
One,2016-10-02 16:38:51,20.28,11,3585,147,3.1,-0.05,80
One,2016-10-02 16:38:52,20.30,10,3588,148,3.1,-0.05,80
One,2016-10-02 16:38:53,20.32,10,3591,148,3.1,-0.05,85
One,2016-10-02 16:38:54,20.33,10,3594,148,3.1,-0.03,78
One,2016-10-02 16:38:55,20.35,10,3597,147,3.1,-0.03,77
One,2016-10-02 16:38:56,20.37,10,3600,147,3.1,-0.05,82
One,2016-10-02 16:38:57,20.38,10,3603,148,3.1,-0.05,83
One,2016-10-02 16:38:58,20.40,10,3606,147,3.1,-0.05,84
One,2016-10-02 16:38:59,20.42,10,3609,147,3.1,-0.05,84
One,2016-10-02 16:39:00,20.43,10,3611,146,3,-0.05,85
One,2016-10-02 16:39:01,20.45,10,3615,146,3,-0.05,84
One,2016-10-02 16:39:02,20.47,10,3618,146,3,-0.05,84
One,2016-10-02 16:39:03,20.48,10,3621,145,3,-0.05,84
One,2016-10-02 16:39:04,20.50,10,3624,145,3,-0.05,84
One,2016-10-02 16:39:05,20.52,10,3627,146,3,-0.05,84
One,2016-10-02 16:39:06,20.53,10,3630,146,3,-0.05,84
One,2016-10-02 16:39:07,20.55,10,3633,145,3,-0.05,84
One,2016-10-02 16:39:08,20.57,10,3636,145,3,-0.05,84
One,2016-10-02 16:39:09,20.58,10,3639,144,3,-0.05,85
One,2016-10-02 16:39:10,20.60,10,3642,144,3,-0.05,84
One,2016-10-02 16:39:11,20.62,10,3644,143,3,-0.05,84
One,2016-10-02 16:39:12,20.63,10,3647,143,3,-0.05,92
One,2016-10-02 16:39:13,20.65,10,3650,142,3,-0.05,84
One,2016-10-02 16:39:14,20.67,10,3653,141,3,-0.05,87
One,2016-10-02 16:39:15,20.68,10,3656,141,3,-0.05,86
One,2016-10-02 16:39:16,20.70,9,3659,140,3,-0.05,86
One,2016-10-02 16:39:17,20.72,9,3662,139,3,-0.05,85
One,2016-10-02 16:39:18,20.73,9,3665,139,3,-0.05,85
One,2016-10-02 16:39:19,20.75,9,3668,139,3,-0.05,85
One,2016-10-02 16:39:20,20.77,10,3671,139,3,-0.05,91
One,2016-10-02 16:39:21,20.78,10,3674,140,3,-0.03,85
One,2016-10-02 16:39:22,20.80,10,3676,140,3,-0.03,85
One,2016-10-02 16:39:23,20.82,10,3679,141,3,-0.03,84
One,2016-10-02 16:39:24,20.83,10,3682,142,3,-0.03,84
One,2016-10-02 16:39:25,20.85,10,3684,143,3,-0.03,85
One,2016-10-02 16:39:26,20.87,10,3687,144,3,-0.03,85
One,2016-10-02 16:39:27,20.88,10,3690,144,3,-0.03,85
One,2016-10-02 16:39:28,20.90,10,3693,145,3,-0.01,85
One,2016-10-02 16:39:29,20.92,10,3696,145,3,-0.01,84
One,2016-10-02 16:39:30,20.93,10,3699,144,3,-0.01,85
One,2016-10-02 16:39:31,20.95,10,3702,144,3,-0.01,91
One,2016-10-02 16:39:32,20.97,10,3704,144,3,-0.01,85
One,2016-10-02 16:39:33,20.98,10,3707,144,3,0,85
One,2016-10-02 16:39:34,21.00,10,3711,143,3,0,85
One,2016-10-02 16:39:35,21.02,10,3714,143,3,0,85
One,2016-10-02 16:39:36,21.03,10,3717,143,3,0,85
One,2016-10-02 16:39:37,21.05,10,3720,143,3,0,85
One,2016-10-02 16:39:38,21.07,10,3723,143,3,0,85
One,2016-10-02 16:39:39,21.08,10,3726,143,3,0,85
One,2016-10-02 16:39:40,21.10,10,3729,143,3,0,85
One,2016-10-02 16:39:41,21.12,10,3732,143,3,0,85
One,2016-10-02 16:39:42,21.13,10,3736,143,3,0.01,85
One,2016-10-02 16:39:43,21.15,10,3739,142,3,0.01,85
One,2016-10-02 16:39:44,21.17,10,3742,142,3,0.01,86
One,2016-10-02 16:39:45,21.18,10,3745,142,3,0.01,85
One,2016-10-02 16:39:46,21.20,10,3748,142,3,0.01,85
One,2016-10-02 16:39:47,21.22,10,3751,143,3,0.01,85
One,2016-10-02 16:39:48,21.23,10,3754,143,3,0.01,85
One,2016-10-02 16:39:49,21.25,10,3756,142,3,0.01,85
One,2016-10-02 16:39:50,21.27,10,3759,142,3,0.01,91
One,2016-10-02 16:39:51,21.28,10,3762,142,3,0.03,90
One,2016-10-02 16:39:52,21.30,10,3765,140,3,0.01,84
One,2016-10-02 16:39:53,21.32,10,3768,139,3,0.01,84
One,2016-10-02 16:39:54,21.33,10,3770,140,3,0.01,85
One,2016-10-02 16:39:55,21.35,10,3773,140,3,0.01,85
One,2016-10-02 16:39:56,21.37,10,3776,141,3,0.01,85
One,2016-10-02 16:39:57,21.38,10,3779,140,3,0.01,85
One,2016-10-02 16:39:58,21.40,10,3783,140,3,0,85
One,2016-10-02 16:39:59,21.42,11,3786,140,3,0,85
One,2016-10-02 16:40:00,21.43,10,3789,140,3,0,85
One,2016-10-02 16:40:01,21.45,10,3793,140,3,0,85
One,2016-10-02 16:40:02,21.47,10,3796,141,3,0,85
One,2016-10-02 16:40:03,21.48,10,3799,142,3,0,85
One,2016-10-02 16:40:04,21.50,10,3802,142,3,0,85
One,2016-10-02 16:40:05,21.52,10,3805,142,3,0,85
One,2016-10-02 16:40:06,21.53,10,3808,142,3,0.01,85
One,2016-10-02 16:40:07,21.55,10,3811,141,3,0.01,85
One,2016-10-02 16:40:08,21.57,10,3814,141,3,0,85
One,2016-10-02 16:40:09,21.58,10,3817,142,3,0,90
One,2016-10-02 16:40:10,21.60,10,3820,143,3,0,84
One,2016-10-02 16:40:11,21.62,10,3823,144,3,0,84
One,2016-10-02 16:40:12,21.63,10,3826,144,3,0,84
One,2016-10-02 16:40:13,21.65,10,3829,145,3,0,85
One,2016-10-02 16:40:14,21.67,10,3832,145,3,0,84
One,2016-10-02 16:40:15,21.68,10,3834,145,3,0,85
One,2016-10-02 16:40:16,21.70,10,3838,144,3,0,86
One,2016-10-02 16:40:17,21.72,10,3841,144,3,0,85
One,2016-10-02 16:40:18,21.73,10,3844,144,3,0,85
One,2016-10-02 16:40:19,21.75,10,3846,143,3,0,85
One,2016-10-02 16:40:20,21.77,10,3849,143,3,0,89
One,2016-10-02 16:40:21,21.78,10,3852,142,3,0,84
One,2016-10-02 16:40:22,21.80,10,3855,142,3,0,84
One,2016-10-02 16:40:23,21.82,10,3858,142,3,0,85
One,2016-10-02 16:40:24,21.83,10,3861,143,3,0,84
One,2016-10-02 16:40:25,21.85,10,3864,144,3,0,85
One,2016-10-02 16:40:26,21.87,10,3868,144,3,0,85
One,2016-10-02 16:40:27,21.88,10,3871,145,3,0,84
One,2016-10-02 16:40:28,21.90,10,3874,145,3,0,89
One,2016-10-02 16:40:29,21.92,10,3877,145,3,0,83
One,2016-10-02 16:40:30,21.93,10,3880,145,3,0,83
One,2016-10-02 16:40:31,21.95,10,3883,146,3,0,83
One,2016-10-02 16:40:32,21.97,10,3887,145,3,0,84
One,2016-10-02 16:40:33,21.98,10,3890,145,3,0,83
One,2016-10-02 16:40:34,22.00,10,3893,145,3,0,84
One,2016-10-02 16:40:35,22.02,10,3896,145,3,0,85
One,2016-10-02 16:40:36,22.03,10,3899,145,3,0,84
One,2016-10-02 16:40:37,22.05,10,3902,145,3,0,83
One,2016-10-02 16:40:38,22.07,10,3902,145,3,0,83
One,2016-10-02 16:40:39,22.08,10,3905,145,3,0,85
One,2016-10-02 16:40:40,22.10,9,3908,146,3,0,85
One,2016-10-02 16:40:41,22.12,10,3911,146,3,0,86
One,2016-10-02 16:40:42,22.13,10,3914,146,3,0,86
One,2016-10-02 16:40:43,22.15,10,3917,147,3,0,87
One,2016-10-02 16:40:44,22.17,10,3921,147,3,0,86
One,2016-10-02 16:40:45,22.18,10,3924,148,3,0,86
One,2016-10-02 16:40:46,22.20,10,3927,148,3,0,85
One,2016-10-02 16:40:47,22.22,10,3930,149,3,0,91
One,2016-10-02 16:40:48,22.23,10,3934,149,3,0,85
One,2016-10-02 16:40:49,22.25,10,3937,149,3,0,87
One,2016-10-02 16:40:50,22.27,10,3940,150,3,0,88
One,2016-10-02 16:40:51,22.28,10,3943,148,3,-0.01,81
One,2016-10-02 16:40:52,22.30,10,3946,148,3,-0.01,81
One,2016-10-02 16:40:53,22.32,10,3949,147,3,-0.01,84
One,2016-10-02 16:40:54,22.33,10,3952,147,3,-0.01,81
One,2016-10-02 16:40:55,22.35,10,3955,147,3,-0.01,84
One,2016-10-02 16:40:56,22.37,10,3959,147,3,-0.01,84
One,2016-10-02 16:40:57,22.38,10,3962,148,3,-0.01,85
One,2016-10-02 16:40:58,22.40,10,3965,148,3,0,85
One,2016-10-02 16:40:59,22.42,10,3968,148,3,0,84
One,2016-10-02 16:41:00,22.43,10,3971,148,3,0,84
One,2016-10-02 16:41:01,22.45,10,3974,149,3,0,85
One,2016-10-02 16:41:02,22.47,10,3977,147,3,0,85
One,2016-10-02 16:41:03,22.48,10,3980,147,3,0,84
One,2016-10-02 16:41:04,22.50,10,3983,147,3,0,85
One,2016-10-02 16:41:05,22.52,10,3986,146,3,0,84
One,2016-10-02 16:41:06,22.53,10,3989,146,3,0,89
One,2016-10-02 16:41:07,22.55,10,3992,147,3,0.01,83
One,2016-10-02 16:41:08,22.57,10,3995,147,3,0.01,85
One,2016-10-02 16:41:09,22.58,10,3998,147,3,0.01,83
One,2016-10-02 16:41:10,22.60,10,4001,147,3,0.01,83
One,2016-10-02 16:41:11,22.62,10,4004,146,3,0.01,83
One,2016-10-02 16:41:12,22.63,10,4007,146,3,0.01,83
One,2016-10-02 16:41:13,22.65,10,4010,147,3,0.01,83
One,2016-10-02 16:41:14,22.67,10,4013,147,3,0.01,83
One,2016-10-02 16:41:15,22.68,10,4016,147,3,0.01,83
One,2016-10-02 16:41:16,22.70,10,4019,146,3,0.01,83
One,2016-10-02 16:41:17,22.72,10,4022,146,3,0.01,83
One,2016-10-02 16:41:18,22.73,10,4025,145,3,0.01,83
One,2016-10-02 16:41:19,22.75,10,4028,145,3,0.01,83
One,2016-10-02 16:41:20,22.77,10,4031,145,3,0,89
One,2016-10-02 16:41:21,22.78,10,4034,145,3,0,85
One,2016-10-02 16:41:22,22.80,10,4037,146,3,0,85
One,2016-10-02 16:41:23,22.82,11,4040,145,3,0,84
One,2016-10-02 16:41:24,22.83,11,4043,144,3,0,84
One,2016-10-02 16:41:25,22.85,11,4045,144,3,0,90
One,2016-10-02 16:41:26,22.87,11,4048,145,3,0,83
One,2016-10-02 16:41:27,22.88,11,4051,145,3,0,83
One,2016-10-02 16:41:28,22.90,11,4055,145,3,0,83
One,2016-10-02 16:41:29,22.92,11,4058,146,3,0,84
One,2016-10-02 16:41:30,22.93,11,4061,147,3,0,84
One,2016-10-02 16:41:31,22.95,11,4064,147,3,0,85
One,2016-10-02 16:41:32,22.97,11,4067,147,3,0,85
One,2016-10-02 16:41:33,22.98,11,4070,147,3,0.01,85
One,2016-10-02 16:41:34,23.00,11,4073,147,3,0.01,84
One,2016-10-02 16:41:35,23.02,11,4076,146,3,0.01,84
One,2016-10-02 16:41:36,23.03,11,4079,146,3,0.01,84
One,2016-10-02 16:41:37,23.05,11,4082,146,3,0.01,85
One,2016-10-02 16:41:38,23.07,11,4085,145,3,0.01,84
One,2016-10-02 16:41:39,23.08,11,4088,145,3,0.01,84
One,2016-10-02 16:41:40,23.10,11,4091,145,3,0.03,84
One,2016-10-02 16:41:41,23.12,11,4094,145,3,0.03,84
One,2016-10-02 16:41:42,23.13,11,4097,145,3,0.03,84
One,2016-10-02 16:41:43,23.15,11,4100,145,3,0.03,84
One,2016-10-02 16:41:44,23.17,11,4103,145,3,0.03,90
One,2016-10-02 16:41:45,23.18,11,4106,146,3,0.03,86
One,2016-10-02 16:41:46,23.20,11,4109,146,3,0.03,85
One,2016-10-02 16:41:47,23.22,11,4112,147,3,0.03,85
One,2016-10-02 16:41:48,23.23,11,4115,147,3,0.03,85
One,2016-10-02 16:41:49,23.25,11,4118,147,3,0.03,91
One,2016-10-02 16:41:50,23.27,11,4121,147,3,0.03,83
One,2016-10-02 16:41:51,23.28,11,4124,147,3,0.03,83
One,2016-10-02 16:41:52,23.30,11,4127,148,3,0.03,84
One,2016-10-02 16:41:53,23.32,11,4130,148,3,0.03,83
One,2016-10-02 16:41:54,23.33,11,4133,148,3,0.03,84
One,2016-10-02 16:41:55,23.35,11,4136,149,3,0.01,83
One,2016-10-02 16:41:56,23.37,11,4139,149,3,0.01,85
One,2016-10-02 16:41:57,23.38,11,4142,149,3,0.01,84
One,2016-10-02 16:41:58,23.40,11,4145,149,3,0.01,84
One,2016-10-02 16:41:59,23.42,11,4148,149,3,0.01,84
One,2016-10-02 16:42:00,23.43,11,4151,149,3,0.01,85
One,2016-10-02 16:42:01,23.45,11,4154,148,3,0.01,85
One,2016-10-02 16:42:02,23.47,11,4157,148,3,0,85
One,2016-10-02 16:42:03,23.48,11,4160,148,3,0,91
One,2016-10-02 16:42:04,23.50,10,4163,148,3,0,86
One,2016-10-02 16:42:05,23.52,10,4166,147,3,0,85
One,2016-10-02 16:42:06,23.53,10,4169,147,3,0,85
One,2016-10-02 16:42:07,23.55,10,4172,146,3,0,85
One,2016-10-02 16:42:08,23.57,10,4175,146,3,0,84
One,2016-10-02 16:42:09,23.58,10,4178,145,3,0,84
One,2016-10-02 16:42:10,23.60,10,4181,145,3,0,85
One,2016-10-02 16:42:11,23.62,10,4184,144,3,-0.01,84
One,2016-10-02 16:42:12,23.63,10,4187,144,3,-0.01,84
One,2016-10-02 16:42:13,23.65,10,4190,144,3,-0.03,85
One,2016-10-02 16:42:14,23.67,10,4193,144,3,-0.03,84
One,2016-10-02 16:42:15,23.68,10,4196,144,3,-0.03,84
One,2016-10-02 16:42:16,23.70,10,4200,145,3,-0.03,85
One,2016-10-02 16:42:17,23.72,10,4203,145,3,-0.03,84
One,2016-10-02 16:42:18,23.73,10,4206,146,3,-0.03,84
One,2016-10-02 16:42:19,23.75,10,4209,146,3,-0.03,89
One,2016-10-02 16:42:20,23.77,10,4212,146,3,-0.05,83
One,2016-10-02 16:42:21,23.78,10,4215,146,3,-0.05,83
One,2016-10-02 16:42:22,23.80,10,4218,145,3,-0.05,88
One,2016-10-02 16:42:23,23.82,10,4221,145,3,-0.05,81
One,2016-10-02 16:42:24,23.83,10,4224,144,3,-0.05,82
One,2016-10-02 16:42:25,23.85,9,4226,144,3,-0.05,83
One,2016-10-02 16:42:26,23.87,9,4230,143,3,-0.05,83
One,2016-10-02 16:42:27,23.88,9,4233,143,3,-0.05,83
One,2016-10-02 16:42:28,23.90,9,4236,143,3,-0.05,84
One,2016-10-02 16:42:29,23.92,10,4239,143,3,-0.05,84
One,2016-10-02 16:42:30,23.93,10,4242,143,3,-0.05,84
One,2016-10-02 16:42:31,23.95,10,4244,144,3,-0.05,84
One,2016-10-02 16:42:32,23.97,10,4247,144,3,-0.05,85
One,2016-10-02 16:42:33,23.98,10,4250,144,3,-0.03,85
One,2016-10-02 16:42:34,24.00,10,4253,144,3,-0.03,85
One,2016-10-02 16:42:35,24.02,10,4256,144,3,-0.03,84
One,2016-10-02 16:42:36,24.03,10,4259,144,3,-0.01,84
One,2016-10-02 16:42:37,24.05,9,4262,144,3,-0.01,84
One,2016-10-02 16:42:38,24.07,9,4265,144,3,-0.01,83
One,2016-10-02 16:42:39,24.08,9,4268,144,3,-0.01,83
One,2016-10-02 16:42:40,24.10,10,4271,144,3,-0.01,83
One,2016-10-02 16:42:41,24.12,10,4274,144,3,-0.01,89
One,2016-10-02 16:42:42,24.13,10,4278,144,3,-0.01,84
One,2016-10-02 16:42:43,24.15,9,4281,144,3,-0.01,84
One,2016-10-02 16:42:44,24.17,9,4284,144,3,-0.01,84
One,2016-10-02 16:42:45,24.18,9,4287,145,3,-0.01,84
One,2016-10-02 16:42:46,24.20,9,4290,145,3,-0.01,84
One,2016-10-02 16:42:47,24.22,9,4293,145,3,-0.01,85
One,2016-10-02 16:42:48,24.23,9,4296,144,3,-0.01,85
One,2016-10-02 16:42:49,24.25,9,4299,143,3,-0.01,90
One,2016-10-02 16:42:50,24.27,9,4302,142,3,-0.01,83
One,2016-10-02 16:42:51,24.28,9,4305,141,3,-0.01,84
One,2016-10-02 16:42:52,24.30,10,4308,141,3,-0.01,83
One,2016-10-02 16:42:53,24.32,10,4311,140,3,-0.01,83
One,2016-10-02 16:42:54,24.33,10,4315,140,3,-0.01,83
One,2016-10-02 16:42:55,24.35,10,4317,140,3,-0.01,84
One,2016-10-02 16:42:56,24.37,10,4320,140,3,0,84
One,2016-10-02 16:42:57,24.38,10,4323,140,3,0,84
One,2016-10-02 16:42:58,24.40,10,4326,140,3,0,84
One,2016-10-02 16:42:59,24.42,10,4329,140,3,0,84
One,2016-10-02 16:43:00,24.43,10,4332,141,3,0,90
One,2016-10-02 16:43:01,24.45,10,4335,141,3,0,83
One,2016-10-02 16:43:02,24.47,10,4338,142,3,0.01,83
One,2016-10-02 16:43:03,24.48,10,4341,143,3,0.01,83
One,2016-10-02 16:43:04,24.50,10,4343,144,3,0.01,83
One,2016-10-02 16:43:05,24.52,10,4346,145,3,0.01,84
One,2016-10-02 16:43:06,24.53,10,4348,145,3,0.01,83
One,2016-10-02 16:43:07,24.55,10,4351,144,3,0.01,84
One,2016-10-02 16:43:08,24.57,10,4354,144,3,0.01,84
One,2016-10-02 16:43:09,24.58,10,4357,144,2.9,0.01,84
One,2016-10-02 16:43:10,24.60,10,4359,144,2.9,0.01,84
One,2016-10-02 16:43:11,24.62,10,4362,144,2.9,0,84
One,2016-10-02 16:43:12,24.63,10,4364,145,2.9,0.01,85
One,2016-10-02 16:43:13,24.65,10,4367,146,2.9,0.01,84
One,2016-10-02 16:43:14,24.67,10,4369,147,2.9,0.01,84
One,2016-10-02 16:43:15,24.68,10,4373,146,2.9,0.01,84
One,2016-10-02 16:43:16,24.70,10,4377,147,2.9,0.03,83
One,2016-10-02 16:43:18,24.72,10,4381,147,3,0.03,83
One,2016-10-02 16:43:18,24.73,10,4381,147,3,0.03,82
One,2016-10-02 16:43:19,24.75,10,4388,147,3,0.03,88
One,2016-10-02 16:43:20,24.77,10,4392,147,3,0.03,80
One,2016-10-02 16:43:21,24.78,10,4396,146,3,0.03,81
One,2016-10-02 16:43:22,24.80,9,4399,147,3,0.01,82
One,2016-10-02 16:43:23,24.82,9,4402,148,3,0.01,82
One,2016-10-02 16:43:24,24.83,9,4405,148,3,0,83
One,2016-10-02 16:43:25,24.85,9,4409,148,3,0,83
One,2016-10-02 16:43:26,24.87,9,4412,149,3,0,83
One,2016-10-02 16:43:27,24.88,9,4415,148,3,0,83
One,2016-10-02 16:43:28,24.90,9,4418,148,3,0,83
One,2016-10-02 16:43:29,24.92,9,4422,149,3,0,83
One,2016-10-02 16:43:30,24.93,9,4425,148,3.1,0,83
One,2016-10-02 16:43:31,24.95,9,4429,148,3.1,-0.01,83
One,2016-10-02 16:43:32,24.97,8,4432,149,3.1,-0.01,83
One,2016-10-02 16:43:33,24.98,9,4435,149,3.1,-0.01,83
One,2016-10-02 16:43:34,25.00,8,4438,150,3.1,-0.01,85
One,2016-10-02 16:43:35,25.02,8,4441,149,3.1,-0.03,83
One,2016-10-02 16:43:36,25.03,8,4444,149,3.1,-0.03,83
One,2016-10-02 16:43:37,25.05,8,4447,149,3.1,-0.03,83
One,2016-10-02 16:43:38,25.07,9,4450,149,3.1,-0.05,87
One,2016-10-02 16:43:39,25.08,9,4453,150,3.1,-0.05,82
One,2016-10-02 16:43:40,25.10,9,4456,150,3.1,-0.06,84
One,2016-10-02 16:43:41,25.12,9,4459,150,3.1,-0.06,82
One,2016-10-02 16:43:42,25.13,9,4463,150,3.1,-0.08,82
One,2016-10-02 16:43:43,25.15,9,4466,149,3.1,-0.08,83
One,2016-10-02 16:43:44,25.17,9,4469,148,3.1,-0.08,84
One,2016-10-02 16:43:45,25.18,9,4472,147,3.1,-0.06,83
One,2016-10-02 16:43:46,25.20,9,4475,146,3.1,-0.06,83
One,2016-10-02 16:43:47,25.22,9,4478,146,3.1,-0.06,90
One,2016-10-02 16:43:48,25.23,9,4481,147,3.1,-0.05,83
One,2016-10-02 16:43:49,25.25,9,4485,147,3.1,-0.05,83
One,2016-10-02 16:43:50,25.27,9,4488,148,3.1,-0.05,83
One,2016-10-02 16:43:51,25.28,9,4491,148,3.1,-0.03,83
One,2016-10-02 16:43:52,25.30,9,4494,148,3.1,-0.03,82
One,2016-10-02 16:43:53,25.32,10,4497,148,3.1,-0.01,82
One,2016-10-02 16:43:54,25.33,10,4500,148,3.1,-0.01,83
One,2016-10-02 16:43:55,25.35,10,4503,148,3.1,0,82
One,2016-10-02 16:43:56,25.37,10,4505,148,3.1,0,83
One,2016-10-02 16:43:57,25.38,10,4508,148,3.1,0,86
One,2016-10-02 16:43:58,25.40,10,4511,148,3.1,0,80
One,2016-10-02 16:43:59,25.42,10,4514,148,3.1,0,80
One,2016-10-02 16:44:00,25.43,10,4517,148,3.1,0.01,80
One,2016-10-02 16:44:01,25.45,11,4520,147,3.1,0.03,81
One,2016-10-02 16:44:02,25.47,11,4523,147,3.1,0.03,80
One,2016-10-02 16:44:03,25.48,11,4526,148,3.1,0.05,83
One,2016-10-02 16:44:04,25.50,11,4530,147,3.1,0.05,83
One,2016-10-02 16:44:05,25.52,11,4533,147,3.1,0.06,83
One,2016-10-02 16:44:06,25.53,11,4536,148,3.1,0.06,82
One,2016-10-02 16:44:07,25.55,11,4539,148,3.1,0.08,82
One,2016-10-02 16:44:08,25.57,11,4542,149,3.1,0.08,82
One,2016-10-02 16:44:09,25.58,11,4545,149,3.1,0.08,83
One,2016-10-02 16:44:10,25.60,11,4548,149,3.1,0.08,82
One,2016-10-02 16:44:11,25.62,12,4551,149,3.1,0.08,82
One,2016-10-02 16:44:12,25.63,12,4554,149,3.1,0.08,83
One,2016-10-02 16:44:13,25.65,12,4557,149,3.1,0.08,83
One,2016-10-02 16:44:15,25.67,12,4560,148,3.1,0.08,83
One,2016-10-02 16:44:15,25.68,12,4560,148,3.1,0.08,82
One,2016-10-02 16:44:16,25.70,11,4567,148,3.1,0.08,87
One,2016-10-02 16:44:17,25.72,11,4569,147,3.1,0.08,81
One,2016-10-02 16:44:18,25.73,11,4573,147,3.1,0.08,81
One,2016-10-02 16:44:19,25.75,12,4575,148,3.1,0.08,81
One,2016-10-02 16:44:20,25.77,12,4578,148,3.1,0.08,81
One,2016-10-02 16:44:21,25.78,12,4581,147,3.1,0.08,81
One,2016-10-02 16:44:22,25.80,12,4584,147,3.1,0.08,82
One,2016-10-02 16:44:23,25.82,12,4587,147,3.1,0.08,83
One,2016-10-02 16:44:24,25.83,12,4590,146,3,0.08,82
One,2016-10-02 16:44:25,25.85,12,4593,146,3,0.08,83
One,2016-10-02 16:44:26,25.87,12,4596,146,3,0.06,83
One,2016-10-02 16:44:27,25.88,12,4600,146,3,0.06,82
One,2016-10-02 16:44:28,25.90,12,4603,146,3.1,0.06,82
One,2016-10-02 16:44:29,25.92,12,4606,147,3.1,0.06,82
One,2016-10-02 16:44:30,25.93,12,4609,148,3.1,0.06,82
One,2016-10-02 16:44:31,25.95,12,4612,148,3.1,0.06,82
One,2016-10-02 16:44:32,25.97,12,4615,148,3.1,0.06,81
One,2016-10-02 16:44:33,25.98,12,4618,148,3.1,0.05,81
One,2016-10-02 16:44:34,26.00,12,4621,147,3.1,0.05,81
One,2016-10-02 16:44:35,26.02,12,4624,147,3.1,0.05,86
One,2016-10-02 16:44:36,26.03,12,4627,147,3.1,0.05,80
One,2016-10-02 16:44:37,26.05,12,4629,147,3.1,0.05,80
One,2016-10-02 16:44:38,26.07,12,4632,147,3,0.05,80
One,2016-10-02 16:44:39,26.08,12,4635,147,3,0.05,80
One,2016-10-02 16:44:40,26.10,12,4637,148,3,0.05,80
One,2016-10-02 16:44:41,26.12,12,4640,148,3,0.03,82
One,2016-10-02 16:44:42,26.13,12,4643,148,3,0.03,82
One,2016-10-02 16:44:43,26.15,12,4646,148,3,0.03,82
One,2016-10-02 16:44:44,26.17,12,4649,148,3,0.03,82
One,2016-10-02 16:44:45,26.18,12,4652,148,3,0.01,82
One,2016-10-02 16:44:46,26.20,12,4655,148,3,0.01,87
One,2016-10-02 16:44:47,26.22,13,4658,148,3,0.01,81
One,2016-10-02 16:44:48,26.23,13,4660,148,3,0.01,81
One,2016-10-02 16:44:49,26.25,13,4663,148,3,0.01,81
One,2016-10-02 16:44:50,26.27,13,4665,147,3,0.01,81
One,2016-10-02 16:44:51,26.28,13,4668,147,3,0.01,81
One,2016-10-02 16:44:52,26.30,13,4671,147,3,0.01,81
One,2016-10-02 16:44:53,26.32,13,4674,147,3,0.01,81
One,2016-10-02 16:44:54,26.33,13,4676,147,3,0.01,86
One,2016-10-02 16:44:55,26.35,13,4678,147,3,0.01,80
One,2016-10-02 16:44:56,26.37,13,4681,147,3,0.01,80
One,2016-10-02 16:44:57,26.38,13,4684,147,3,0.01,80
One,2016-10-02 16:44:58,26.40,13,4687,147,3,0.01,81
One,2016-10-02 16:44:59,26.42,12,4690,146,3,0.01,82
One,2016-10-02 16:45:00,26.43,12,4693,146,3,0.01,83
One,2016-10-02 16:45:01,26.45,12,4695,146,3,0.01,89
One,2016-10-02 16:45:02,26.47,13,4697,146,2.9,0.01,85
One,2016-10-02 16:45:03,26.48,13,4699,146,2.9,0.01,84
